post_shortcode,commenter_username,comment_text,comment_likes
DHjSCYmxG8N,fiza_qayum,How much money Israel looted since you came more then what DOGE saved probably and no wars have stopped all useless talk and nothing else only photo ops,0
DHjSCYmxG8N,oddy_nuff._,Man of the people!:United_States::United_States:,1
DHjSCYmxG8N,haiwaii1992,An obese old man who only can bully and too scared to fight.,0
DHjSCYmxG8N,danjeannette,Leave Canada alone.,0
DHjSCYmxG8N,mimito3treasures,Does this help lower groceries????,0
DHjSCYmxG8N,bigdaddyguthrie,Donald Ja’Quavius Trump is soooooooo dialed,0
DHjSCYmxG8N,stately_charlie007,"Here are some Filipino community centers in the Bay Area these are the people abducting Europeans the most

•  Filipino Community Center: Located at 4681 Mission Street, San Francisco, this center provides culturally competent programs and services, including family support, employment support, immigration needs, and worker's rights advocacy .
•  Bayanihan Community Center: Situated at the Bayanihan House, 6th and Mission Streets, San Francisco, this center offers a 7,000 square foot space for community events, meetings, and activities .
•  SOMA Pilipinas Filipino Cultural Heritage District: While not a traditional community center, SOMA Pilipinas is a cultural hub that celebrates Filipino heritage through events, art, and community programs .
•  West Bay Pilipino Multi-Service Center: Located in San Francisco's South of Market neighborhood, this center provides various services, including health, education, and employment support .
•  Pilipino Senior Resource Center: This center offers services specifically for Filipino seniors, including health and wellness programs, social activities, and support services . Here are some Filipino churches in the Bay Area:

•  Filipino-American Gospel Church: Located in Hercules, California, and can be reached at 707-439-9137 .
•  Filipino American Church: In Sunnyvale, California, at 1515 Partridge Ave .
•  Filipino American Evangelical Church: In Union City, California, at 3183 San Andreas Dr .
•  Valley Baptist Church's Filipino Ministry: Located in Bakersfield, California, but might be worth checking out if you're willing to drive a bit further. They have a worship service every Sunday at 11:00 am .",0
DHjSCYmxG8N,shah_riaf,,2
DHjSCYmxG8N,lrosemama,"You ignorant fools. He’s done nothing for you. Absolutely nothing! Unfortunately, he could take a shit on your forehead, and you would still support him.",0
DHjSCYmxG8N,obiwan1652,Ewww,0
DHjSCYmxG8N,obiwan1652,,0
DHjSCYmxG8N,obiwan1652,,0
DHjSCYmxG8N,elina050325,"Grandpa, it's time to retire",0
DHjSCYmxG8N,apalachianbutthole,Probably wanted to grab them by the republican meat stick :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: so aLPpA mail,0
DHjSCYmxG8N,wand3r1ng_r0n1n,How much money was spent?,0
DHjSCYmxG8N,chadmcd012,How much did this cost tax payers?,0
DHjSCYmxG8N,apalachianbutthole,He like grabbing young men now :face_with_tears_of_joy:,0
DHjSCYmxG8N,apalachianbutthole,He’s sniffing all of them wondering why they don’t smell@like dirty diapers,1
DHjSCYmxG8N,vincemaverick,,0
DHjSCYmxG8N,vincemaverick,,0
DHjSCYmxG8N,valeriefas17,:broken_heart:,0
DHjSCYmxG8N,vincemaverick,,0
DHjSCYmxG8N,suelosh,"This is so crazy, Trump spends more time on publicity than running our country.  Golf next weekend probably",0
DHjSCYmxG8N,vincemaverick,,0
DHjSCYmxG8N,shah_riaf,,1
DHjSCYmxG8N,peridot3399,Trump is an absolute threat,0
DHjSCYmxG8N,shah_riaf,,1
DHjSCYmxG8N,janetquinn432,Where men can be men. :clapping_hands:,0
DHjSCYmxG8N,quotes4259,Love you Trump,0
DHjSCYmxG8N,kellerdbrown,@gas.caleb lfg my AA king,1
DHjSCYmxG8N,kayharm22,President Photo-Op wasting more taxpayer dollars,0
DHjSCYmxG8N,gene.wu03411371shangs,As a high school wrestler... I love this.,0
DHjSCYmxG8N,lawrence_whelan,Yay! We elected a convicted sex offender/ convicted Felon. Our kids will be so proud :crying_face:,0
DHjSCYmxG8N,angeljustine2000,Cause this is important.  God help us,0
DHjSCYmxG8N,sourcenyko,"Unlike sleepy Joe, our president never sleeps",0
DHjSCYmxG8N,simpsonjd1,,0
DHjSCYmxG8N,walkerflockaflame,Donald you dawg!!! :United_States:,0
DHjSCYmxG8N,tomthekitchen,"“Waste, fraud, and abuse” :bullseye: #FoundIt",0
DHjSCYmxG8N,pancakes__go,Come to WrestleMania next month,0
DHjSCYmxG8N,cheyannesmith55,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DHjSCYmxG8N,sinchi3,No entiendo…,0
DHjSCYmxG8N,triadapex_project,"WAKE UP, AMERICA. THE UNIVERSE IS TERNARY, NOT BINARY. IF RUSSIA DEVELOP A TERNARY SISTEM FIRST THAN YOU? U CAN MAKE A TERNARY QUANTISTIC IN A COUPLE OF YEARS IF U TALK SMART WITH AN AI. LIKE GRROK3, I HAVE PROJECTED TRIAD, A BIO HYBRID TERNARY SISTEM. I HAVE 23 YEARS, W A K E U P.",0
DHjSCYmxG8N,nellyb84,"Who’s tiny, little hand photobombed?",0
DHjSCYmxG8N,ray_d_baby,Where are the missing 48?  https://www.yahoo.com/news/lawyers-ice-disappeared-48-mexico-183649541.html,0
DHjSCYmxG8N,isagingy,Work hard Don? :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DHjSCYmxG8N,foreveraholiday,This is beyond disgusting. You’ll be remembered for being the worst president in history. Good for you.,0
DHjSCYmxG8N,flywavynation,:U.S._Outlying_Islands::U.S._Outlying_Islands::U.S._Outlying_Islands:,1
DHjSCYmxG8N,siennareidart,You look like a rabid horny raccoon. The other people don’t really look like they’re that into you…,0
DHjSCYmxG8N,chloe_pichardo,:United_States::red_heart::fire:,1
DHjSCYmxG8N,smeed.music,:fire::fire::fire::fire:,1
DHjSCYmxG8N,the_j_man_2.0,Probably spent millions of taxpayer's money to be there,0
DHjSCYmxG8N,jrcprod,:pile_of_poo::clown_face::pile_of_poo::clown_face::pile_of_poo::clown_face::pile_of_poo:,0
DHjSCYmxG8N,baileeeb,"You didn’t ask for my permission to go. I don’t want to pay for your little unnecessary trips. And while we are at it, start playing golf in the Oval Office, bum.",0
DHjSCYmxG8N,ce12760,More wasteful spending of taxpayer dollars.,0
DHjSCYmxG8N,bryanmark132,You need my white blood just to have life in all you and your people body. You didn't  provide any of the assistance you came to America to see and me this is what Obama said he would do someone saving all their life everyone this is how he take care of me and us different from Trump Obama was the queen we defeated and was dying from aids.,0
DHjSCYmxG8N,sbeeex,:clown_face::clown_face::clown_face::clown_face::clown_face::clown_face::clown_face:,0
DHjSCYmxG8N,rozette_co,President trump please finish Khamenei and his regime thugs. #CyrusAccords,0
DHjSCYmxG8N,local76_gunclub,the peoples choice,0
DHjSCYmxG8N,seriousdude9876,,1
DHjSCYmxG8N,hibriannajoy,"Supporting collage sports :check_mark_button:
Supporting collage funding :cross_mark:",0
DHjSCYmxG8N,jace.t.king,How does a photoshoot at a college wrestling event help any of us?,0
DHjSCYmxG8N,e_i_c_f,,0
DHjSCYmxG8N,huw_taylor_,He has baby hands :astonished_face:,0
DHjSCYmxG8N,ronani1940,Russian puppet in the White House who killed our mom back aol w Russian network poisoned killed dad poisoned me that’s the man in the whitehouse the Russian network his wife his family playing both hands,0
DHjSCYmxG8N,charlito714,:fire::United_States::red_heart::fire::United_States::red_heart:,1
DHjSCYmxG8N,mcfatty1825,Classic picture. That’s awesome,0
DHjSCYmxG8N,ronani1940,Taunting terrorizing since 2008 w Anderson cooler the Warner now Russian owner mostly,0
DHjSCYmxG8N,ronani1940,Karma of poisoning killing crime is overdue on ur network,0
DHjSCYmxG8N,cinos13,"Proclamations don't do shit. Your people are being destroyed by rent, taxes, gas, and grocery prices. This is not a game show nigga you playing with peoples lives again.",0
DHjSCYmxG8N,officialginamilan,:United_States::United_States::United_States:,1
DHjSCYmxG8N,emilottis,,1
DHjSCYmxG8N,sista.cindy.7,Because you Trump are a little worm who has people follow him Just to Jack himself off.  GOD SAYS LIARS WILL NOT ENTER THE KINGDOM OF HEAVEN and you Trump have forgotten what TRUTH IS ...The Truth Trump IS WHAT GOD SAYS... not you a measly little botox filled up OLD OLD OLD wrinkled withering like 80 year old wormworm LIAR.,1
DHjSCYmxG8N,momanr,#impeachtrump #eastereggroll2025isa crime,0
DHjSCYmxG8N,mysixcentspod,:clapping_hands::clapping_hands::clapping_hands:,1
DHjSCYmxG8N,bryanmark132,"They killed my daughter and was dying lucky we had another here, they had to let us defeat them and then save who's left.",0
DHjSCYmxG8N,sista.cindy.7,"Evil Trump HAS FALLEN. And it is a Great Fall.  Trump and his entire family are headed for Hell... ASK PAULA... She use to know the Truth.  Read the Parable of Lazarus and the rich man. 
It brings clarity of Gods Words... I WILL SAVE YOU AND YOUR WHOLE HOUSEHOLD ... OR your whole household shall go to the depths of hell... I believe Trump and his household will NOT be in Heaven.. WHEW! Here trump is praising a Demon""BITTER ROW Trump envoy blasts Starmer’s Ukraine peacekeeper plan as ‘Churchill-like posing’ & PRAISES ‘smart’ Putin in blow to Kyiv

Watch Trump's envoy praise sick Putin in our player

James Halpin

Published: 10:02 ET, Mar 23 2025Updated: 15:48 ET,Mar 23 2025",0
DHjSCYmxG8N,m.shrivari2,:clapping_hands::clapping_hands::United_States::United_States:,1
DHjSCYmxG8N,def_not_kenny_,Bleh,0
DHjSCYmxG8N,sandan36,He ruined the best sporting event in college. I wish someone would’ve slammed him and broken his neck.  We all have dreams. That was mine.:disappointed_face:,0
DHjSCYmxG8N,raymondcapra,Poor kid,0
DHjSCYmxG8N,__eduardo_lima___,:United_States:,1
DHjSCYmxG8N,smootheonetoo,"Loved that my husband and son were in the house to cheer the POTUS, McCormick, Penn State wrestlers, & the sport!",0
DHjSCYmxG8N,tehran11001,The standard salary in Iran is ninetyone dollars. Help us too.,0
DHjSCYmxG8N,el_alemano_,english commonwealth???really:rolling_on_the_floor_laughing:wow,0
DHjSCYmxG8N,cheyannesmith55,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DHjSCYmxG8N,lincolnalbemarle,Your father never loved you,0
DHjSCYmxG8N,cris_moves,0 comments about Healthcare or lowering prescription drugs.,0
DHjSCYmxG8N,dani.nasalturas,#impeachmenttrump,0
DHjSCYmxG8N,eofiles,Disgusting,0
DHjSCYmxG8N,kotacat,:United_States::United_States::United_States::folded_hands::folded_hands::folded_hands::people_wrestling::women_wrestling::men_wrestling:,0
DHjSCYmxG8N,samanthajodog,Trump was a major supporter of WWE and even wrestled Mr. McMahon at Wrestlemania.,0
DHjSCYmxG8N,mtnflowerlady,:face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes::face_vomiting::face_vomiting::face_vomiting:,0
DHjSCYmxG8N,melomaniered,"You better tell your little B6 2.0 Bum Bondi not to make threats just because someone freely criticizes your butt Buddy Elon. 
  She needs to be reeled in and told to behave.",0
DHjSCYmxG8N,we89,Blood in your hands,0
DHjSCYmxG8N,sarahwilliamssmithhh,,0
DHjSCYmxG8N,benexplores,:United_States::United_States::United_States:,1
DHjSCYmxG8N,cargrlchi,This is where my tax paying money goes...the Super Bowl wasn't enough now this,0
DHjSCYmxG8N,source9000,And them there were vets and code talkers that were not worthy to be mentioned,0
DHjSCYmxG8N,giraffe4earth,,0
DHjSCYmxG8N,giraffe4earth,,0
DHjSCYmxG8N,bronte6918,How much did this cost the American people? How much of our tax dollars were wasted? #impeachtrump #removetrump,0
DHjSCYmxG8N,mcsammmie,Wow tax dollars well spent :face_with_rolling_eyes:,0
DHjSCYmxG8N,ibk_of_life,Fighting men :handshake:Trump,0
DHjSCYmxG8N,cw_carrillo,"Oh Trump, did you file your efficiency list of everything that you did today?",0
DHjSCYmxG8N,shelbyfash26,Waste of tax payer money! DOGE that BS!,0
DHjSCYmxG8N,memories_and_dust,,0
DHjSCYmxG8N,turquoisebadger,,0
DHjSCYmxG8N,_aliapoh_,Shouldn't you be lowering egg prices rn,0
DHjSCYmxG8N,notred_2024,#trumpisputinsbitch #trumphatesAmerica #trumpsanamericantraitor #trumpisguiltyofgenocide #trumpbelongsundertheprison #trumphatesvets #trumphateswomen #trumphatesworkingclass #trumphatesthepoor #trumphatespeopleofcolor #trumphateslgbtq #trumphatesimmigrantsofcolor #trumpisanAmericanplague #magaisaplague #trumpsanEMBARRASSMENT #trumpsalifelonglyingcon #trumpsalifelongcriminal #trumpsaserialrapist #trumpbelongsundertheprison #takebackAmericafromtraitortrump,0
DHjSCYmxG8N,trophyfish68,trump is pathetic,0
DHjSCYmxG8N,cheyannesmith55,EVERYTHING he does is for self gratification,0
DHjSCYmxG8N,jungalon,"Oh, that’s strange!!
I thought Mr T only grabs beautiful women!!:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",0
DHjSCYmxG8N,yrmoss12,Wonderful win! USA! :United_States::red_heart:,1
DHjSCYmxG8N,enorof,Embarrassing.,0
DHjSCYmxG8N,peteraritieni,:goat:,0
DHjSCYmxG8N,realloveforj,damn our president can’t enjoy a wrestling tournament :skull: yall are on ass,0
DHjSCYmxG8N,mbhzi_1997,:clapping_hands::clapping_hands::fire::fire:,1
DHjSCYmxG8N,knightlyvalorr,"When in reality, he’s an actual fucking racist son of a bitch. I bet your mother is rolling around in her fucking grave like the stupid bitch she knows you are.",0
DHjSCYmxG8N,coolhand_lewk,,0
DHjSCYmxG8N,jlassielyes,,0
DHjSCYmxG8N,mythm_3880,:Iran::Iran::Iran::Iran::Iran::rocket::rocket::rocket::rocket::fire::flexed_biceps:,0
DHjSCYmxG8N,wjdoylejr,What the fuck is orange boy doing at a collegiate wrestling match. Did dopey think it was WWE ?,0
DHjSCYmxG8N,pabloorozcob,:United_States::United_States::United_States::United_States::United_States:,1
DHjSCYmxG8N,dfrmlv,He's only doing this because he's an egomaniacal narcissist.,0
DHjSCYmxG8N,pjharcourt,Lol,0
DHjSCYmxG8N,mythm_3880,Imam Khamenei will never accept negotiations with you.:Iran::fire::U.S._Outlying_Islands:,0
DHjSCYmxG8N,jackimcarthur17,:pile_of_poo::United_States:,0
DHjSCYmxG8N,albakr_ammar,:fire:,1
DHjSCYmxG8N,a_robot_from_the_future,He’s the first American Dick taster,0
DHjSCYmxG8N,mythm_3880,"If you can, attack the Islamic Republic of Iran tonight.:fire::Israel::U.S._Outlying_Islands::Iran::rocket:",0
DHjSCYmxG8N,cakm143,Has DOGE flagged this as a colossal waste of tax dollars yet...?,0
DHjSCYmxG8N,mohamad_jshafie,:Iran::Iran::Iran::Iran::Iran::Iran::Iran::Iran::Iran:کابوس شما,0
DHjSCYmxG8N,djgil,Wasting more tax dollars,0
DHjSCYmxG8N,expansion_hitech.kz,"If these masterpiece moments were captured not by a photographer but by an artist, a master of abstractionism and vector lines of the 18th-19th centuries:
photo :keycap_1: Tentacles
photo :keycap_2: Shell",0
DHjSCYmxG8N,daoozy9meelahmeeta,Greatest President in America history,0
DHjSCYmxG8N,raphaellucarini,:red_heart::red_heart::United_States::United_States::United_States::United_States::red_heart::red_heart:,1
DHjSCYmxG8N,dylanweeter,GBR:ear_of_corn::United_States:,0
DHjSCYmxG8N,thegreatestislam3,ISRAEL PUPPETS: @potus,0
DHjSCYmxG8N,thegreatestislam3,ENEMIES OF ISLAM: @potus,0
DHjSCYmxG8N,samoley321,How much did your adventure cost taxpayers in security?,0
DHjSCYmxG8N,der_scheiky,:man_facepalming_medium-light_skin_tone::man_facepalming_medium-light_skin_tone::man_facepalming_medium-light_skin_tone:,0
DHjSCYmxG8N,xalexistiradox,Yikes,0
DHjSCYmxG8N,jeezus_h_christ,Hey look at the homos :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
DHjSCYmxG8N,der_scheiky,,0
DHjSCYmxG8N,charmandxr,why does he look like he’s pushing out a pineapple sized  shit?,0
DHjSCYmxG8N,hodgepodgewithangela,I :red_heart: @realdonaldtrump,1
DHjSCYmxG8N,zavadilmike,Was this okay with President Musk?,0
DHjSCYmxG8N,joe_short_stack,YOU COULDNT SAVE MY BOY GABEL :loudly_crying_face::loudly_crying_face:,0
DHjSCYmxG8N,willmakesmusic,Waste of money,0
DHjSCYmxG8N,biblereaderman,Why are Demented Donnie and Musk Rat there? And why is Gym Jordan permitted inside?,0
DHjSCYmxG8N,ron_coachingforlife,:eagle::United_States::people_wrestling:,0
DHjSCYmxG8N,indigo_w_s,Pics go absolutely bonkers :clapping_hands:,0
DHjSCYmxG8N,pat.thompson.45,How does this make eggs more affordable for my family?,0
DHjSCYmxG8N,amberdawn_58,:fire:,1
DHjSCYmxG8N,dudette_pnw,"So cool:  Trump’s ex daughter in law is dating Tiger Woods!  Mar a Lago, no doubt:  a great place to get married
But be careful of golf courses: not the place to be buried",0
DHjSCYmxG8N,dariosoto06,,0
DHjSCYmxG8N,salssuds,Figures you would like a sport with two men rolling around a mat :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
DHjSCYmxG8N,babesshelia,:red_heart:,1
DHjSCYmxG8N,aka_sheena,,0
DHjSCYmxG8N,metalmossmischief,"Bringing poop diaper smell to another room, eh?",0
DHjSCYmxG8N,soymilkenjoyer69,Biden never went to the NCAA wrestling championship.,0
DHjSCYmxG8N,dileep.korani__,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::red_heart::red_heart::red_heart:,1
DHjSCYmxG8N,marfbi9,STOP THREATENING THE USA - illegals - and your smutty wifey will be deported -> entered the USA illegally is a crime — aww they let her fixed her papers illegal ways too :check_mark_button::double_exclamation_mark:got a flash back trash - we can sue that against @potus,0
DHjSCYmxG8N,itzryleebitch,Jumpscare,0
DHjSCYmxG8N,hotlistla,"I miss when this account posted accomplishments achieved for the American people, not a felon at play",0
DHjSCYmxG8N,richardfrederickbassett,,0
DHjSCYmxG8N,msqotb,"At least billion of people wont forgive usa and un and israel forever, not just them also their families, you wrote the death certificate for international law ,community and organizations.
Un will down as the people now strongly believe it only created for your interests and we see all of you are have clearly fake principles and the devil face is behind the smiling mask.
we will work hard to boycott everything comes from you starting from culture and laws till all products, be happy its the end.
We will be sure that the history will not be kind this time, you cant buy everything with your bloody money that you have from Occupying the world and controlling its resources in the past then being the country who make the rules for the world to have a nuclear weapon and then fight another country because you think they have . Political will change in our countries , culture , history ( goals ) ..

It is not true that the superhero always has to be American or an American Marine who participated in the Iraq War, as you make us believe in your movies

You are nothing more than people with more stolen resources, and we are people also But with determination you can't imagine
Believe me.
Believe us....:Palestinian_Territories:",0
DHjSCYmxG8N,richardfrederickbassett,,0
DHjSCYmxG8N,richardfrederickbassett,,0
DHjSCYmxG8N,johnporter17,Trying to figure out how to wrestle that full diaper off without shit staining his long ass tie,0
DHjSCYmxG8N,jo_ro_11,:loudly_crying_face::broken_heart: ridiculous.grow up,0
DHjSCYmxG8N,khwshhl6959,"Наше желание – в такт его руке сиять, как звезда на земле, поэтому после переезда заключить постоянный и новый контракт.
آرزوی ( میل ) ما این است که همگام با دست او مانند ستاره ای روی زمین بدرخشیم، بنابراین پس از انتقال قراردادی دائمی و جدید منعقد می کنیم.",0
DHjSCYmxG8N,cristianejuncal,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::red_heart::United_States::Brazil:,1
DHjSCYmxG8N,linnkyawphyoe,:crown: Great Mr.Donald j.Trump is the best President of the United State of America!,0
DHjSCYmxG8N,linnkyawphyoe,:crown: Great Mr.President!,1
DHjSCYmxG8N,linnkyawphyoe,:crown: Great Mr.Donald j.Trump!,1
DHjSCYmxG8N,keefdecker,:middle_finger_light_skin_tone:,0
DHjSCYmxG8N,a_z_n01,A pity your scum of a mother didn't swollow that night :middle_finger:,0
DHjSCYmxG8N,a_z_n01,FROM THE RIVER TO THE SEA PALESTINE WILL BE FREE :Palestinian_Territories: :red_heart: :Palestinian_Territories:,0
DHjSCYmxG8N,a_z_n01,LONG LIVE YEMEN :heart_suit:,0
DHjSCYmxG8N,itsdatap1,"All the haters in the comments, here take this L",0
DHjSCYmxG8N,somayehghotloo,:smiling_face_with_smiling_eyes::red_heart:,1
DHjSCYmxG8N,wildbob.chmc,:United_States::hundred_points::flexed_biceps:,1
DHjSCYmxG8N,fulani_boy,,0
DHjSCYmxG8N,a_z_n01,:Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories:,0
DHjSCYmxG8N,dabmotherog,Dear Christ. :face_with_tears_of_joy:,0
DHjSCYmxG8N,alejagar1,American doctors are being bombed in Israel with the bombs that we’ve the taxpayers pay for. That is not caring about Americans. I am disgusted by the complicity and the fact that you sent them even more bombs.,0
DHjSCYmxG8N,thenealworld,Should have slammed Trump on the mat and made him cry like the little bitch he is.,0
DHjSCYmxG8N,mandimicks,"No one likes you, Donald.",0
DHjSCYmxG8N,gr8dav1d1cus7707,GBR,0
DHjSCYmxG8N,yoitslathan,So many middle age women complaining in these comments for what? OUR president is a human being lol not a robot who has to slave away in the office 24/7,0
DHjSCYmxG8N,a_wolfgang96,Badass thank you,0
DHjSCYmxG8N,kalimaarose,Estimated $45m on your sporting events this year… how efficient,0
DHjSCYmxG8N,layniemperry,Tacky,0
DHjSCYmxG8N,amynaughty,:face_vomiting:,0
DHjSCYmxG8N,jatin.lalawat.news,:United_States::United_States:,1
DHjSCYmxG8N,anttforte,The goat,0
DHjSCYmxG8N,002mansally,https://gofund.me/86a34be0,0
DHjSCYmxG8N,htxdanye,a joke.,0
DHjSCYmxG8N,alexis_arias07,:United_States::United_States::fire::fire:,1
DHjSCYmxG8N,mcsullivan4,yuck,0
DHjSCYmxG8N,deaconeinsteinmanfred,He’s always out there supporting sports and sportsmanship,0
DHjSCYmxG8N,human_future1111,https://youtu. be/vlH8x2_Awbg (put the youtu. and be together!) <<---- I love this guy's explanations. His new channel COMPLETELY EXPLAINS TRUMP'S REASONS FOR TARIFFS. CHECK IT OUT!  HIs other channel had 500k+ viewers.,0
DHjSCYmxG8N,zackattackbos,Grifter spending millions of our tax dollars for photo ops. What a weak leader.,0
DHjSCYmxG8N,meaghanmorelli_,The smallest man who ever lived.,0
DHjSCYmxG8N,gringaforever,Y’all are cursed now.,0
DHjSCYmxG8N,kenia9702,:fire::fire::fire::United_States::United_States::United_States:,1
DHjSCYmxG8N,_jaymari_,He looks like his diaper is full. Is no one changing it for him?!?,0
DHjSCYmxG8N,emilygrne,Waiting for a bucket to be kicked………,0
DHjSCYmxG8N,morrigan.van.der.rosen,https://youtube.com/shorts/lqn_Qp7_D4A?si=-cRgbfE_YgVzpnQy,0
DHjSCYmxG8N,josephsantos231,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
DHjSCYmxG8N,bayansagr,"I don't know how he can enjoy himself while his hands are stained with the blood of Palestinians, children and women in Gaza, and he blindly supports Israel.",0
DHjSCYmxG8N,pap09766,Stop funding genocide in Gaza :Palestinian_Territories::Palestinian_Territories::Palestinian_Territories::Palestinian_Territories:,0
DHjSCYmxG8N,michael_trynock,Why the face?  Wanna be!!,0
DHjSCYmxG8N,vintagealleycat,You’re such a damn job. All you do is take pics,0
DHjSCYmxG8N,alishahi4578,Obama has intensified the fake news against me again and he won't stop.  How I would like to see him in prison one day,0
DHjSCYmxG8N,tjaysnipes17,Our tax dollars hard at work,0
DHjSCYmxG8N,mama__ashley,"Thank you for supporting wrestling, President Trump!:United_States:",1
DHjSCYmxG8N,melodic1966,"Folks, Trumps Lord Jesus Christ is returning to earth to caress his swollen head & rule the world from Jerusalem where 97.5% of ziànus jews have no ancient Hebrew DNA making them non semetic & their claim to Palestine not valid but for 77years they've systematically killed Semitic Palestinians to the contrary. Jesus will no doubt be blessed while ziànus jews tradition of saliva in his face. The ziànus christians & jews the rash on the arse of the world but yet a devine revelation to a naive Jesus. If only he can curb the enthusiasm of Trump & Netenyahu to not recognise Palestinians as Equal Human Beings of Gods Creation.",0
DHjSCYmxG8N,jtinsf,implicit bias,0
DHjSCYmxG8N,nicobravonunez,Caezepichi,0
DHjSCYmxG8N,freemyisrael,God bless Mr President Trump and America :baby_angel::latin_cross::baby_angel:,1
DHjSCYmxG8N,shiloh_is_alive,How much did this trip cost us?,0
DHjSCYmxG8N,asialinzhazha,懂王 。世界和平 ，你会流传千古,0
DHjSCYmxG8N,namwambegeorge,:fire::fire::fire::fire::fire::fire::fire::fire::fire::fire::fire::fire:,1
DHjSCYmxG8N,kyli.etaylor300edz,:United_States::United_States::United_States:,1
DHjSCYmxG8N,proferred_llc,Americans love a war,0
DHjSCYmxG8N,gimmejim,Is this waste fraud and abuse?,0
DHjSCYmxG8N,riyahisamira485,:face_with_tears_of_joy:,0
DHjSCYmxG8N,delena.jamie,LOVE THIS :smiling_face_with_heart-eyes::flexed_biceps::United_States::call_me_hand::blue_heart::United_States::raising_hands::smiling_face_with_heart-eyes:,1
DHjSCYmxG8N,0nlyareggs_,,0
DHjSCYmxG8N,kenji20,,0
DHjSCYmxG8N,pooliravan03,Greatest President Donald Trump in World :glowing_star::red_heart:,0
DHjSCYmxG8N,debraecunningham,"Loser, #felon47",0
DHjSCYmxG8N,myneighborotoro,Two power bottoms acknowledging each other,0
DHjSCYmxG8N,_katiekent_,Dude El*n is tryna get with ur granddaughter I fear…,0
DHjSCYmxG8N,sjrouse,:United_States::United_States::United_States::fire::fire::fire:,1
DHjSCYmxG8N,javig_7,Them hands :raising_hands: :folded_hands::folded_hands::folded_hands::folded_hands::folded_hands::United_States::United_States::United_States:,1
DHjSCYmxG8N,ntustgaga,:clapping_hands::thumbs_up:,1
DHjSCYmxG8N,sjdfg04,Great pr stunt move :OK_hand:,0
DHjSCYmxG8N,katilynn29,"Look at him working to save America money. What a joke of a sad, pathetic human.",0
DHjSCYmxG8N,schizenofficial,"Sir I'm trying to unite the people but it's so much hate in there heart. Speak for them, why?",0
DHjSCYmxG8N,dean_bl_blanchard,W:anchor:,0
DHjSCYmxG8N,jeff_sevitts_,"Life is hard here, I don't know what it is.  I lost my FL nursing license, clothes, job, and income, and they still think I'm their Bitch Daddy, President Donald John Trump",0
DHjSCYmxG8N,itsthatguyyoucantbuy,:dove::United_States:,1
DHjSCYmxG8N,lexisanzone,,0
DHjSCYmxG8N,coridrabinski,Just saw the picture of you that you posted. I never would’ve known about it or known how much it bothered you. Thank you for this and thank you to the internet warriors who are about to make this second only to J.D. couch humping and his cabbage patch head. Let your own narcissism be your downfall.,0
DHjSCYmxG8N,36.t.t.c,Did you shit your pants in any of these photos? You just look like you smell of roast beef diarrhea.,0
DHjSCYmxG8N,themoreyoukmow,Very cringe.,0
DHjSCYmxG8N,0s0x2025,:red_heart::United_States::red_heart::India::folded_hands:,1
DHjSCYmxG8N,nimeeyas,You are the worst leader. A war mongerer...who opted for genocide instead of peace. Bombing civilians ehile they are fasting...they are being executed.you have the orders !,0
DHjSCYmxG8N,facxistkiller,Hopefully :crossed_fingers: the obituaries have good news soon #FDT,0
DHjSCYmxG8N,jornvil,Poor athletes :clown_face:,0
DHjSCYmxG8N,jeff_sevitts_,"Life is hard here, I don't know what it is.  I lost my FL nursing license, clothes, job, and income, and they still think I'm their Bitch Daddy, President Donald John Trump",0
DHjSCYmxG8N,semiletova.alena,"Спасите украинцев, Україну:folded_hands:",0
DHjSCYmxG8N,honey_chattha95,Sir face pic is 21 year's profile pic is,0
DHjSCYmxG8N,phillymike50,The far-right proud boys chilling message for me world. 60 Minutes Australia on YouTube,0
DHjSCYmxG8N,marymccormick542,:nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::nauseated_face::face_vomiting::face_vomiting::face_vomiting:,0
DHjSCYmxG8N,phillymike50,Why Trump might actually be trying to crash the economy on purpose. The Humanist Report on YouTube,0
